"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Pdik1l",798.064078733336,0.235012748514026,0.0379695640211278,6.18950347660709,6.035402189397e-10,6.28168990205849e-08
"Scg2",47.7293976378738,2.49990532473984,0.403956940794088,6.18854405577384,6.07224380052418e-10,6.29182047366813e-08
"ND2",76017.2889968826,0.40076954950283,0.0648003360146281,6.18468319998156,6.22273092130166e-10,6.41909265259607e-08
"Atf6",6483.96118252693,-0.326928064567958,0.0528798510702845,-6.18246946523026,6.31065204334032e-10,6.48098380203225e-08
"Adgre5",3425.634676361,0.42956137660152,0.0695387867410824,6.177291792578,6.52104867809802e-10,6.66755682020507e-08
"Slc9a8",2919.54221494526,0.272230460906728,0.0441019835389122,6.17274868524978,6.7112846474047e-10,6.83197002922206e-08
"Denn2b",2497.43986544363,0.498821607182041,0.0812295198131227,6.14089075412035,8.20600074910881e-10,8.31708634876923e-08
"Plin3",6382.55227799134,0.377597705089319,0.0615696086068159,6.13285862349169,8.63138482911582e-10,8.71019312538166e-08
"Gbp8",45.1294146446116,2.85115382205632,0.466184597778556,6.11593312100513,9.59935804336845e-10,9.64506927214639e-08
"Lpar4",145.564710842002,-1.07443754454154,0.175747169680837,-6.1135410970928,9.74442612045145e-10,9.74862630412406e-08
