,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Gm25829,0.431825787,-1.139846301,1.427963069,-0.798232339,0.424735674,NA
Smchd1,9805.918087,-0.053165142,0.066605161,-0.798213546,0.424746578,0.735918787
Gm30492,0.351509218,1.295076588,1.622649629,0.798124601,0.424798186,NA
Olfr597,0.707777634,1.376377773,1.72478678,0.797998796,0.424871189,NA
Pcdhb19,180.3703337,0.529158478,0.663168885,0.797924164,0.4249145,0.736128848
Parp16,648.2881661,0.111320545,0.139536223,0.797789584,0.424992607,0.736128848
Gm831,3.823973935,0.47036927,0.5895935,0.797785711,0.424994854,0.736128848
Chchd5,849.9383002,0.053992994,0.067682862,0.797735083,0.42502424,0.736128848
Ankrd40,3889.704416,0.051695357,0.064802964,0.797731366,0.425026398,0.736128848
Cep44,1229.194359,-0.042099469,0.052787544,-0.797526564,0.425145282,0.736243638
Rps12-ps4,64.37587486,-0.154144257,0.193284346,-0.797499954,0.425160729,0.736243638
Lysmd4,731.0377372,-0.12730194,0.159636763,-0.797447515,0.425191173,0.736243638
Gm38634,4.499863803,-0.376513469,0.472177225,-0.797398623,0.425219559,0.736243638
Smtn,4863.375468,-0.165874773,0.208084166,-0.797152306,0.425362581,0.736436335
Atf3,382.8124413,-0.369662023,0.463815102,-0.797002989,0.425449296,0.736531525
Gm5362,1.004738084,0.800618939,1.004898895,0.796715911,0.425616041,NA
Adss,12504.89085,0.026143182,0.03281398,0.796708644,0.425620263,0.736772546
Igsf10,91.22752422,-0.750675826,0.942306266,-0.796636777,0.425662012,0.736782689
Gm10146,17.5212443,-0.186902299,0.23462819,-0.796589271,0.42568961,0.736782689
Potegl,0.986945728,0.72633432,0.911811647,0.796583727,0.425692832,NA
Gm12320,4.215958729,0.545624138,0.685036796,0.796488804,0.425747981,0.73682877
Htr3b,0.731277571,0.922561532,1.158435851,0.796385515,0.425807995,NA
Brd2,12060.99553,0.075674316,0.095027185,0.796343864,0.425832197,0.736869769
Med27,758.1728273,0.117631952,0.147715971,0.796338753,0.425835167,0.736869769
Gm33704,0.580603121,-1.018481732,1.279012427,-0.796303233,0.425855807,NA
Gm31734,55.79830899,0.11507324,0.14451391,0.796277949,0.425870499,0.736875972
Ppp1r3g,0.638465868,1.161045729,1.458140639,0.796250854,0.425886245,NA
Lgi4,8.385303758,0.337020741,0.423309819,0.79615621,0.425941246,0.736916046
Gm52664,1.053726946,-0.865810816,1.087517541,-0.796135035,0.425953553,NA
Zfp74,732.5180936,-0.055403337,0.06960033,-0.796021192,0.426019718,0.736916046
Prpf38a,1783.662507,0.06853538,0.086104284,0.79595784,0.42605654,0.736916046
Ripor2,1334.55014,-0.483140666,0.607003989,-0.795943148,0.426065081,0.736916046
Gm29865,2.315498472,0.598425214,0.751869118,0.795916736,0.426080433,0.736916046
Armc8,2229.26669,-0.076065798,0.095570815,-0.795910325,0.42608416,0.736916046
Gm13535,1.549244862,-0.685964322,0.861963451,-0.795816019,0.426138979,0.736955943
Kcne4,1.044602554,0.773013596,0.971377112,0.795791445,0.426153265,NA
Spata18,0.371710612,1.985409337,2.495038159,0.795743075,0.426181385,NA
Gm32681,5.166656915,-0.523113627,0.657574818,-0.795519555,0.42631134,0.737199092
Gm52919,2.043478879,0.513206204,0.645272043,0.795333084,0.426419774,0.737281977
Clip2,3351.184167,-0.044052564,0.055389186,-0.795327875,0.426422803,0.737281977
Gm6517,9.444797512,-0.251049102,0.315761314,-0.79505972,0.426578764,0.737442477
Lrrc40,3743.358055,-0.045061947,0.056678287,-0.795047792,0.426585702,0.737442477
Bloc1s2-ps,10.16068463,0.241741199,0.304075302,0.795004389,0.426610949,0.737442477
Plod1,2606.878854,0.096207296,0.121032872,0.794885673,0.426680009,0.737506926
C77080,8919.325903,0.054227931,0.068225919,0.79482888,0.426713049,0.737509112
Olfr23,0.379967055,2.013616063,2.533525904,0.79478803,0.426736815,NA
Ecsit,890.2205516,0.101201887,0.127345003,0.79470639,0.426784315,0.737535993
Zc3hc1,1886.58457,-0.085945704,0.108149579,-0.794692914,0.426792155,0.737535993
Rps29-ps,0.455766599,-1.123509114,1.413945574,-0.794591486,0.426851173,NA
4931406B18Rik,0.584971587,-1.015618743,1.278209683,-0.794563487,0.426867465,NA
Immt,11446.08742,0.095647728,0.120405561,0.794379654,0.426974445,0.737796074
Mir125b-1,1.138391744,-0.792719832,0.998016217,-0.794295542,0.427023399,NA
Slc10a7,1063.882745,-0.042879623,0.05398802,-0.794243289,0.427053812,0.737862787
Zfp967,5.315671729,-0.390799888,0.49206482,-0.79420408,0.427076634,0.737862787
Ttc37,3752.22909,-0.067893241,0.085496485,-0.794105642,0.427133933,0.73787084
A730049H05Rik,2.585347378,-0.515776491,0.649552232,-0.794049294,0.427166735,0.73787084
Septin3,6.212056569,-0.624978905,0.787095135,-0.79403223,0.427176669,0.73787084
Dnmt1,13213.59804,0.037233798,0.046898786,0.793918161,0.427243076,0.73793063
Slc10a4l,0.27065848,1.559536723,1.964542359,0.793842248,0.427287274,NA
Gm31954,0.602501461,1.131595619,1.42549026,0.793829078,0.427294942,NA
Gm46958,0.6300747,1.1581582,1.459185406,0.79370188,0.427369005,NA
Gm15470,94.48367667,-0.112941609,0.142310767,-0.793626591,0.427412848,0.738147685
Gm19716,13.80395246,1.390622424,1.752311643,0.793593097,0.427432352,0.738147685
Gm30943,0.642473349,-2.389387384,3.011172092,-0.793507415,0.427482251,NA
Fam43b,0.776854676,-1.16987823,1.474336614,-0.793494659,0.42748968,NA
Gm11655,16.71064911,0.269909228,0.34015302,0.793493551,0.427490325,0.738186481
Rps19-ps5,5.307372375,-0.335349845,0.422650237,-0.793445301,0.427518426,0.738186481
Mirlet7g,0.378991005,2.01021866,2.533615342,0.793419043,0.427533719,NA
Taok1,9520.404381,-0.09508445,0.119855091,-0.793328424,0.427586501,0.738249102
Gm51866,3.008420236,-0.59882827,0.754914759,-0.793239585,0.427638249,0.738272698
n-TGgcc1,0.56163417,-1.573413296,1.983587426,-0.793216006,0.427651984,NA
Npffr1,0.52191662,1.330391983,1.677253355,0.793196794,0.427663175,NA
Gm5564,23.84205684,0.249784746,0.314925389,0.793155315,0.427687338,0.738272698
Gm46041,4.175499912,-0.367994484,0.463973677,-0.793136556,0.427698266,0.738272698
Itpr3,17336.31444,-0.04688289,0.059114468,-0.793086547,0.427727401,0.738272698
Gm16008,225.5176083,-0.348346075,0.439298658,-0.792959571,0.427801378,0.738345478
Gm40206,1.325289907,0.723526589,0.912508751,0.792898247,0.427837109,NA
Gm52521,0.577320814,-1.013232061,1.277989209,-0.792833033,0.427875108,NA
Ube2q2,3742.701526,-0.090485936,0.11414976,-0.792694934,0.427955583,0.738533115
Nfam1,0.531191295,1.325277089,1.671921151,0.792667219,0.427971734,NA
N4bp3,541.4316225,0.153583919,0.193761897,0.792642522,0.427986127,0.738533115
Gm36184,2.824973697,-0.576335435,0.727255749,-0.792479724,0.42808101,0.738533115
Gm16897,3.46060577,0.466799402,0.589075642,0.79242693,0.428111782,0.738533115
Kazald1,221.2038978,-0.26945492,0.340038388,-0.792425001,0.428112907,0.738533115
Cip2a,6021.261805,-0.046058224,0.058124556,-0.792405619,0.428124204,0.738533115
Gm18258,6.664220706,-0.282931568,0.357081992,-0.792343425,0.428160458,0.738533115
Fndc9,0.416557801,-1.5860202,2.001687839,-0.792341427,0.428161622,NA
Sh2d5,91.8051292,-0.198636156,0.250696799,-0.792336228,0.428164653,0.738533115
Flvcr1,1280.177511,-0.106887765,0.134914836,-0.792261017,0.428208497,0.738533674
Zfp39,186.9135003,0.13216921,0.166832603,0.792226506,0.428228616,0.738533674
Ccdc3,233.0413245,0.497689836,0.628279274,0.792147468,0.428274695,0.738558264
Gm31839,0.510519569,1.29810929,1.638962976,0.792030881,0.42834267,NA
Id1,10985.77609,0.095120953,0.120099834,0.79201569,0.428351528,0.738596524
Cmtm4,13828.86643,0.051574272,0.065119876,0.791989724,0.428366668,0.738596524
Ndrg2,648.280169,-0.382941018,0.48354455,-0.791945683,0.428392348,0.738596524
Gm20627,64.34818257,0.372421805,0.470308807,0.791866533,0.428438503,0.738602971
Gm32717,0.448421757,-1.120991475,1.415636057,-0.791864172,0.42843988,NA
4930565D16Rik,0.883552767,-0.862492406,1.089234546,-0.791833503,0.428457764,NA
Gm18614,8.767731929,-0.32033187,0.4045462,-0.791830128,0.428459733,0.738602971
Gm34590,368.7605548,0.115189543,0.145487064,0.791751099,0.428505821,0.73862756
Tnfaip3,1674.102729,-0.18149562,0.22929,-0.791554886,0.428620261,0.738636282
Gm51486,0.725280222,0.935414544,1.181759158,0.791544147,0.428626525,NA
Neurl3,2049.517103,0.214486443,0.270972295,0.791543812,0.42862672,0.738636282
Krt10,371.3300162,0.083901383,0.106002519,0.791503669,0.428650136,0.738636282
Mast1,677.1613388,-0.12629074,0.159558552,-0.791500916,0.428651742,0.738636282
Gm23483,0.852928245,-0.917602227,1.159330362,-0.791493311,0.428656178,NA
Gm36008,13.41256368,0.435337051,0.550053392,0.79144508,0.428684312,0.738636282
Rbms3,472.344596,-0.741874153,0.937431689,-0.791390094,0.428716389,0.738636282
Nxnl1,21.2020986,-0.187819359,0.237337291,-0.791360507,0.428733649,0.738636282
Gm9013,3.826347412,-0.419513027,0.530274424,-0.791124384,0.428871412,0.738812262
Gm13181,2.959871944,0.536917961,0.678718285,0.791076317,0.428899458,0.738812262
Gnl3,3667.073778,-0.127700328,0.161495045,-0.790738364,0.429096684,0.739058846
Gm10313,2.682735167,0.46953005,0.593799219,0.790721905,0.429106291,0.739058846
Gm51554,16.49764899,-0.232440871,0.293988915,-0.790645019,0.429151169,0.739081296
Gm28707,3.579827801,0.385737902,0.487914568,0.790584925,0.429186247,0.739086867
Hgf,0.404919979,-1.555084145,1.967585497,-0.790351498,0.42932252,NA
Gm17746,7.132284845,0.603710888,0.763892584,0.790308612,0.429347559,0.739309803
Gm12230,19.31507516,-0.355111145,0.449458648,-0.790086356,0.429477338,0.739478413
Gm41072,0.850103945,-1.210927355,1.532809514,-0.790005114,0.429524781,NA
Gm34154,5.399966476,0.630505206,0.798148037,0.789960229,0.429550995,0.739509721
Cd99,969.7785894,-0.147383268,0.186573828,-0.789946105,0.429559244,0.739509721
Myom2,0.429954196,-1.124480111,1.423622701,-0.789872281,0.429602361,NA
Gm40339,0.467819711,-2.38658139,3.021689324,-0.789816931,0.429634689,NA
Gm5535,1.424802658,0.788896857,0.998890812,0.789772864,0.429660429,0.739606509
Mir2861,12.89137664,-0.19330039,0.244774974,-0.789706507,0.42969919,0.739606509
Orai1,1319.995157,-0.146474759,0.185494141,-0.789646281,0.429734372,0.739606509
Pls1,8769.872932,0.194139354,0.245860659,0.789631632,0.429742929,0.739606509
Gm30139,1.388426545,0.740516528,0.937857628,0.789583094,0.429771284,NA
Gm24091,6.911064658,0.325815601,0.412679921,0.789511639,0.42981303,0.739672308
Mir7211,1.045808323,0.806724271,1.021803155,0.789510453,0.429813723,NA
Tgif1,4817.99612,-0.198716232,0.251737934,-0.789377383,0.429891471,0.739679941
Man1b1,6836.027321,0.088867836,0.112587084,0.789325316,0.429921894,0.739679941
Gm26633,2.726193858,0.543282289,0.688311798,0.789296784,0.429938566,0.739679941
Mapre3,808.5718724,-0.090690001,0.114907228,-0.789245402,0.429968591,0.739679941
Gm15368,1.441263278,0.826367755,1.047053908,0.789231336,0.42997681,0.739679941
Bet1l,608.5161608,0.081149946,0.102863137,0.788911832,0.43016354,0.739834076
Gm19897,10.04542048,-0.270328371,0.342667402,-0.788894332,0.430173769,0.739834076
Plscr4,986.724078,0.178299815,0.22601865,0.788872132,0.430186745,0.739834076
Tpt1-ps2,3.102360164,-0.442742003,0.561274002,-0.788816161,0.430219463,0.739834076
Rtca,2214.472992,-0.087628528,0.111092433,-0.788789347,0.430235137,0.739834076
Usp51,4.350897315,-0.745764095,0.945683798,-0.788597729,0.430347159,0.739834076
Gm14251,6.210856637,0.303598423,0.384992937,0.788581798,0.430356473,0.739834076
1700012C14Rik,2.282279669,0.635712769,0.806191941,0.788537738,0.430382234,0.739834076
Gm52900,2.832596678,-0.470192602,0.596298402,-0.78851897,0.430393207,0.739834076
Spry4,1244.547286,-0.240603898,0.305147709,-0.788483384,0.430414014,0.739834076
Fscn2,9.754410226,0.311466881,0.395022816,0.788478206,0.430417041,0.739834076
Gm38250,125.8630192,-0.185406628,0.235176104,-0.788373583,0.430478218,0.739847176
Gpr20,0.562094655,-1.560306355,1.979177021,-0.788361192,0.430485464,NA
Nalcn,33.60653209,0.288371725,0.365813572,0.788302423,0.430519831,0.739847176
Ccdc28b,53.80088817,-0.224225476,0.284441217,-0.788301636,0.430520291,0.739847176
Gm16416,0.446756203,-1.114754789,1.414255846,-0.788227104,0.430563878,NA
Tro,2.399486634,-0.566409929,0.718644465,-0.788164324,0.430600594,0.739930391
Morc4,3715.947636,-0.057884186,0.07346208,-0.787946464,0.430728021,0.740076762
Zfp710,2235.598262,0.144720418,0.183679791,0.78789516,0.430758032,0.740076762
Nup37,2279.596538,-0.110290376,0.139988138,-0.787855159,0.430781433,0.740076762
Myt1,1.363450597,-0.774958981,0.983824248,-0.787700632,0.430871836,NA
Relch,2157.561631,-0.103046366,0.130826884,-0.787654363,0.430898907,0.740083858
Vps37c,2188.338722,-0.035175634,0.044659858,-0.787634239,0.430910681,0.740083858
Gmfg-ps,1.662874988,0.689899132,0.875932067,0.787617166,0.430920671,0.740083858
Atp5mpl,2557.833142,0.045842307,0.058205085,0.787599694,0.430930894,0.740083858
Mob1a,6295.413636,-0.134986336,0.171394768,-0.787575594,0.430944995,0.740083858
Csrnp1,805.8607716,-0.083686102,0.10627107,-0.78747774,0.431002254,0.740127428
Rpl31-ps17,2.467167273,-0.508353038,0.645730066,-0.787253164,0.431133681,0.740298345
Gm18215,0.878705944,0.907814216,1.153253422,0.787176694,0.431178438,NA
Zfp750,0.632723171,1.144335419,1.453777824,0.787146014,0.431196396,NA
Gm14441,2.3505421,-0.609974611,0.77517945,-0.786881813,0.431351055,0.740616806
Gm30763,0.40999016,1.55132867,1.971764037,0.786771967,0.431415367,NA
Gm14488,22.55464107,0.200298673,0.254624402,0.786643664,0.431490491,0.740801412
Klhl29,0.825691696,-0.989710591,1.258166149,-0.786629486,0.431498793,NA
Cwc25,1130.945369,0.032754313,0.04164165,0.786575771,0.431530247,0.74081487
Gm46728,0.739528065,0.932454756,1.185544974,0.786519935,0.431562945,NA
Nabp2,2813.069869,0.077319704,0.098310605,0.786483857,0.431584073,0.740852477
Mrpl47,849.7445661,-0.052604109,0.066890239,-0.786424298,0.431618953,0.740857558
Serpina1d,1.324630806,1.052898909,1.339004065,0.786329882,0.43167425,NA
Cd93,2.122824062,-0.839638682,1.067847289,-0.786290971,0.431697041,0.740917056
Gm30939,1.339991468,-0.618954181,0.787214055,-0.786259057,0.431715734,NA
Ints5,4758.751991,0.05918401,0.075277443,0.786211749,0.431743444,0.740917056
Pisd-ps2,166.3640593,0.112912916,0.143623566,0.786172629,0.431766359,0.740917056
Gm32998,19.77022453,0.186658743,0.237434876,0.786147114,0.431781305,0.740917056
Avl9,4019.433578,0.053598327,0.068189048,0.786025446,0.43185258,0.740984577
Gm30101,2.530294522,-0.458210798,0.583165435,-0.785730379,0.432025461,0.741146206
Cryab,473.3949869,0.48159437,0.612933085,0.785720957,0.432030983,0.741146206
Crim1,5592.785506,-0.253885018,0.323131779,-0.785701175,0.432042575,0.741146206
Nkg7,0.664482958,-1.339584099,1.704961205,-0.785697701,0.43204461,NA
Tcrg,4.289809245,0.382815232,0.487266358,0.785638544,0.432079277,0.741146669
Gm42273,0.759909667,-1.015896447,1.293088463,-0.78563569,0.432080949,NA
Gm34323,2.59682133,0.597275301,0.760353035,0.785523662,0.432146602,0.741146669
Ace,731.0712209,0.272093967,0.346426617,0.785430315,0.432201312,0.741146669
Klf12,436.4373804,-0.740976716,0.943480579,-0.785365097,0.432239539,0.741146669
Stoml3,0.995491849,0.716844267,0.912775826,0.785345368,0.432251103,NA
Gm7927,1.471170451,-0.681552023,0.867854658,-0.785329683,0.432260297,0.741146669
Osbpl7,712.8458029,0.102700614,0.130778529,0.785301799,0.432276642,0.741146669
LOC115489112,0.756618841,-1.011814867,1.288487594,-0.785273271,0.432293364,NA
Gm22303,0.569055159,-1.001568251,1.275448376,-0.785267573,0.432296704,NA
Gm2534,2.379204493,0.500596097,0.637490498,0.785260485,0.432300859,0.741146669
Gm26788,0.509427312,1.31766816,1.678021463,0.785251076,0.432306374,NA
4933440M02Rik,3.106052277,-1.018863981,1.297568118,-0.7852104,0.432330219,0.741146669
9030607L20Rik,38.82763039,-0.202214697,0.257529325,-0.785210372,0.432330235,0.741146669
Gm52134,1.634598824,-0.52008378,0.662416932,-0.785130566,0.43237702,0.74117213
Gm36317,70.3381772,0.514447922,0.655398631,0.784938963,0.432489356,0.741309293
Gm11695,0.445417004,1.014389845,1.292394027,0.784892086,0.432516842,NA
LOC115488525,11.44523552,0.2388662,0.304335906,0.784876826,0.432525791,0.741309293
Gm38935,19.18226274,-0.225253355,0.287013168,-0.784818888,0.432559764,0.741309293
Aacs,5216.271124,0.072065307,0.091829119,0.784776205,0.432584794,0.741309293
Gm17949,12.30596522,0.256015104,0.326279109,0.784650616,0.432658445,0.741378113
Gm9626,4.842382407,-0.34111213,0.434759948,-0.784598794,0.432688838,0.741378113
Gm5449,0.455145913,1.011223899,1.289033937,0.784481983,0.43275735,NA
Mynn,1869.62968,-0.11903785,0.151755805,-0.784403934,0.432803131,0.741519204
Rpl31,16329.33525,-0.083320998,0.106242837,-0.784250498,0.432893139,0.741618672
Gm52851,0.703693508,1.388160712,1.770151776,0.784204344,0.432920217,NA
Shank1,33.20094249,-0.885517223,1.1292328,-0.784175967,0.432936865,0.74163884
Tgtp1,104.4886545,-0.517539628,0.66003269,-0.784112114,0.432974328,0.741648276
Vmn1r-ps130,0.506288576,-1.940487431,2.474940353,-0.784054221,0.433008295,NA
Anxa7,5413.273778,0.051215396,0.065321354,0.784052884,0.43300908,0.74165307
Rev3l,4155.756688,0.122523965,0.156284457,0.783980489,0.433051559,0.741671095
LOC115487230,15.76823023,-0.205659114,0.262350084,-0.783910989,0.433092342,0.741686213
Atad1,8600.386493,0.076924701,0.098148223,0.783760511,0.433180649,0.74178271
Gm18098,1.396793681,-0.616085066,0.786265357,-0.783558707,0.433299093,NA
Sh3tc2,144.4731018,-0.52613509,0.671632356,-0.783367695,0.433411221,0.742073058
Gm5826,4.5750962,-0.326342161,0.416591392,-0.783362709,0.433414148,0.742073058
Gm17995,2.469486899,-0.478728915,0.611247312,-0.783200033,0.433509656,0.742181833
Zfp592,2451.296114,-0.085030139,0.108576142,-0.783138335,0.433545882,0.742189107
Anxa3,42202.54663,0.092598552,0.118280716,0.782871084,0.43370282,0.742350384
Gm46023,0.795514991,1.023205841,1.307066483,0.782826164,0.433729201,NA
Gm48551,1.818394392,0.639320937,0.816707878,0.782802461,0.433743122,0.742350384
Cdr2l,2575.688021,-0.304173518,0.388575746,-0.782790799,0.433749971,0.742350384
Arrdc3,1624.432201,-0.08639035,0.110366324,-0.782760058,0.433768027,0.742350384
Gm18996,0.447344833,-1.103539287,1.410293624,-0.782489028,0.433927231,NA
Gm16425,11.70858726,-0.299881405,0.383278801,-0.782410622,0.433973293,0.742646917
Sox13,1306.059998,-0.161606016,0.206570437,-0.782328866,0.434021326,0.742674358
Shisal2b,34.73329597,-1.276201675,1.631433728,-0.782257749,0.434063112,0.742683191
Tnfrsf4,25.70178916,-0.175443903,0.224292252,-0.782211163,0.434090485,0.742683191
Dner,0.501913468,1.279355927,1.635837928,0.782079878,0.434167631,NA
Gm33725,0.510930077,1.309586282,1.67473341,0.781967013,0.43423396,NA
Gm5497,2.662127278,-0.438838723,0.561240279,-0.781908817,0.434268163,0.742932414
Cald1,24728.57506,-0.119613359,0.152998417,-0.781794751,0.434335206,0.742992345
Chd1l,1212.807472,-0.043523974,0.055683703,-0.781628586,0.434432882,0.743104664
Dnajc4,732.2640102,-0.057352275,0.073384225,-0.781534115,0.43448842,0.743144896
Slc29a4,3.114332401,-0.539257035,0.690208225,-0.781296159,0.434628329,0.743324793
Gm46281,27.33148951,0.184784522,0.236530853,0.781227986,0.434668417,0.743324793
Ipo11,2902.017415,-0.048833799,0.062511917,-0.781191831,0.434689678,0.743324793
Ggps1,2245.183095,-0.052777169,0.067564625,-0.781136114,0.434722443,0.743326058
Gm29536,0.44638807,1.007625678,1.290214559,0.780975281,0.434817033,NA
Dmd,249.1905055,-0.272211193,0.348558722,-0.78096222,0.434824715,0.743446161
Gm10046,0.441155008,-1.102267766,1.412114211,-0.780579756,0.435049702,NA
Gpx4-ps2,656.5788479,-0.048339896,0.061929935,-0.780557838,0.435062598,0.743798091
2010010A06Rik,2.082247618,-0.657059019,0.842009848,-0.780346003,0.435187242,0.743956388
Gm32962,0.933883245,1.011986803,1.297030179,0.780233814,0.435253263,NA
Dcaf13,3123.64333,-0.1173023,0.1503544,-0.780172045,0.435289615,0.744076591
LOC115488798,13.61492834,-0.238770887,0.306104032,-0.780031827,0.435372142,0.744095504
Vat1l,3.590582266,-1.023419461,1.312057398,-0.780011196,0.435384285,0.744095504
Gm9458,0.403830766,1.501044141,1.924389697,0.780010485,0.435384703,NA
Gm39351,0.457915012,-2.357653072,3.022643889,-0.779996969,0.435392659,NA
BC024063,123.1567196,0.111225445,0.142598583,0.779989838,0.435396857,0.744095504
Gm7436,0.720757055,-1.052386851,1.349293488,-0.779953999,0.435417953,NA
Gm5561,9.06140784,-0.256115064,0.328415155,-0.779851538,0.435478266,0.744144233
Slc26a2,3412.042263,0.166346122,0.213322344,0.779787617,0.435515896,0.744144233
Gm5879,24.44968889,-0.208658046,0.267586471,-0.779778008,0.435521553,0.744144233
Tmem248,4380.64273,0.037072723,0.047549466,0.779666434,0.435587241,0.744160082
Adam11,30.8206019,-0.390607043,0.501000927,-0.779653335,0.435594954,0.744160082
Usp47,11287.02275,-0.065127326,0.083550391,-0.779497558,0.435686675,0.744225434
Nacad,75.84725639,-0.122526774,0.157190511,-0.779479452,0.435697337,0.744225434
Abcb11,10.07833315,0.25082629,0.321853301,0.779318681,0.435792013,0.744260382
Gm41355,0.360823138,1.944286722,2.495220985,0.77920422,0.435859424,NA
Gm46406,3.661128687,0.471672865,0.60532966,0.779199989,0.435861916,0.744260382
Vta1,2249.315904,0.047492619,0.060956494,0.779123216,0.435907136,0.744260382
Gm10138,207.724138,0.070448569,0.090424865,0.779084037,0.435930213,0.744260382
Spry2,2372.890932,-0.033389239,0.042857266,-0.779080004,0.435932588,0.744260382
Majin,1.466330761,-0.770774033,0.989344633,-0.779075367,0.43593532,0.744260382
Abtb1,535.6973318,0.091436201,0.117366802,0.779063581,0.435942262,0.744260382
Gm12475,0.553689926,0.988596536,1.269330743,0.778832894,0.436078158,NA
Cngb3,1.05734122,1.19802524,1.538314962,0.778790605,0.436103073,NA
Gm36756,1.566029479,-0.539986124,0.693438366,-0.778708174,0.43615164,0.744505926
Oxt,2.853592912,-0.500304472,0.64249144,-0.778694377,0.436159769,0.744505926
Gm14141,0.571826616,-0.991191064,1.272943589,-0.778660635,0.43617965,NA
Hmgb1-ps4,209.6994683,-0.080831099,0.10380847,-0.77865611,0.436182317,0.744505926
Hrh2,1.266530323,-0.787841773,1.011914526,-0.778565534,0.436235689,NA
Sfrp4,28.52547392,-0.708766874,0.910402338,-0.77852049,0.436262232,0.744568103
Fam110a,1322.124504,-0.053562789,0.068808591,-0.778431702,0.436314555,0.744568103
Kif6,37.75152058,-0.417099675,0.535821014,-0.778430976,0.436314983,0.744568103
Gm30561,0.396304203,-1.529810821,1.965448894,-0.778351869,0.436361605,NA
Gm51415,4.172974711,0.59120319,0.759972823,0.777926751,0.436612197,0.744963634
Gpat3,498.6764168,0.223947308,0.287881995,0.777913561,0.436619973,0.744963634
Vmn1r-ps136,0.921157949,1.009493269,1.29774261,0.777884044,0.436637376,NA
Rab15,8.124200061,-0.612706424,0.787667538,-0.777874413,0.436643054,0.744963634
Chst12,1200.867125,-0.076525679,0.098419819,-0.77754338,0.436838251,0.745241882
Gm46273,0.350377376,1.928173032,2.480102571,0.777456971,0.436889212,NA
Kcnt1,1.499968679,-0.778524385,1.001434475,-0.777409211,0.43691738,0.745322092
Hipk1,5336.648723,0.045117264,0.058044577,0.77728647,0.436989776,0.745365526
5430428K19Rik,0.584298209,-1.016167172,1.307337188,-0.777280093,0.436993537,NA
Mir344i,1.690610527,0.722408975,0.929433679,0.777257152,0.437007069,0.745365526
Prr12,4898.257927,0.037159436,0.047812772,0.777186394,0.437048808,0.745381942
Dda1,3280.18349,0.047904028,0.061651484,0.777013375,0.437150879,0.745499916
Zfp456,98.63301246,-0.107073569,0.137810871,-0.776960252,0.437182221,0.745499916
Gm51893,0.991308241,-0.883750586,1.137528044,-0.776904439,0.437215152,NA
Gm18856,1.298760442,0.660342762,0.850001724,0.776872262,0.437234138,NA
Mir6962,0.270395624,-1.551006771,1.996577488,-0.776832745,0.437257455,NA
Adgrf2,9.625220772,0.303393829,0.390573471,0.776790672,0.437282281,0.745615762
A230028O05Rik,7.568891609,0.344323569,0.443395258,0.776561234,0.43741768,0.745791843
Mir192,3.333351666,0.52392345,0.674774155,0.776442675,0.437487655,0.74585636
Gm29487,5.316638486,-0.419705369,0.540652955,-0.776293491,0.437575716,0.745907998
A430090L17Rik,1.897243298,-0.605955182,0.780585937,-0.776282474,0.437582219,0.745907998
Ptgir,1.18229618,0.786672567,1.013439034,0.776240643,0.437606913,NA
Stkld1,26.41040892,-0.26936991,0.347028423,-0.77621858,0.437619937,0.745917511
2700069I18Rik,20.56011295,-0.680464673,0.876834522,-0.776046854,0.437721322,0.746035532
Art2a,1.080115764,0.832420035,1.072649166,0.776041283,0.437724611,NA
Gm5131,1.179180797,-0.693763028,0.894060244,-0.775968994,0.437767293,NA
Gm5921,19.75417841,-0.168613532,0.217299794,-0.775948881,0.437779169,0.746079339
Ythdf1,5625.700929,0.057735149,0.074418144,0.775820871,0.437854759,0.746153374
Steap3,189.1496436,-0.358848272,0.462596926,-0.775725587,0.437911029,0.746181857
Gm34162,0.396307577,-1.522622501,1.962854393,-0.775718518,0.437915203,NA
Slc35b4,2196.93719,-0.047298036,0.060975931,-0.775683691,0.437935772,0.746181857
Tctex1d4,7.001787565,0.277498083,0.357806035,0.775554508,0.43801207,0.746257076
Gm6134,1.791872582,-0.517035398,0.666782908,-0.775417894,0.438092765,0.746297609
Gm4952,7.780073843,0.406625187,0.524403374,0.775405359,0.438100169,0.746297609
Gm1976,282.8475496,-0.090953919,0.117307614,-0.775345403,0.438135587,0.746303169
Csrp1,4631.443409,0.089613059,0.115596606,0.775222235,0.438208352,0.746340885
Nlgn3,64.46238905,-0.440615047,0.56838955,-0.775199064,0.438222041,0.746340885
Gm39849,0.51913807,1.333612884,1.720523802,0.775120276,0.438268592,NA
Gm36743,0.684186524,-0.903508877,1.165994603,-0.774882555,0.438409061,NA
Acsm4,0.577807173,-1.012293192,1.306735529,-0.774673352,0.438532701,NA
Gm14401,18.41794353,-0.258202232,0.333396424,-0.774460112,0.438658747,0.747029828
Zfx,5292.87626,-0.060556061,0.078197095,-0.77440295,0.43869254,0.747032564
Gm44507,13.40190518,0.365681991,0.472271143,0.774305177,0.438750343,0.747076184
Pou2f3,0.505395607,1.294531716,1.671939147,0.774269637,0.438771355,NA
1810055G02Rik,1294.349324,-0.125153941,0.161673136,-0.774117115,0.438861537,0.747210702
Gm39123,0.676755117,-0.90354588,1.167265357,-0.774070673,0.438888999,NA
Dnajc14,4854.890232,0.027421987,0.035431865,0.773935765,0.438968778,0.747338468
