,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Gjb1,489.2711516,2.952529766,0.631149864,4.678016954,2.90E-06,0.000117127
Aebp2,4781.892339,-0.255841448,0.054706794,-4.676593731,2.92E-06,0.000117737
Atrnl1,4092.316778,-0.381268722,0.081556948,-4.674877284,2.94E-06,0.00011852
Prrg2,878.5166559,0.414156489,0.088626899,4.673033722,2.97E-06,0.000119382
Gm38566,178.9130139,-0.973810006,0.20867416,-4.66665353,3.06E-06,0.000122935
Wbp1,3439.876584,0.458436597,0.098250771,4.665984723,3.07E-06,0.000123122
L2hgdh,1905.619751,-0.238499481,0.051130848,-4.664492947,3.09E-06,0.000123805
Wwp1,2463.745414,-0.271781657,0.058278658,-4.663485174,3.11E-06,0.000124199
Ell3,211.3484667,0.422416345,0.090605043,4.662172559,3.13E-06,0.000124779
Snhg17,1214.241887,-0.454094027,0.097486336,-4.65802742,3.19E-06,0.000127099
Agt,699.7338326,2.488046245,0.534318201,4.656487913,3.22E-06,0.000127784
Muc20,29.28442234,3.403034474,0.7308585,4.656215221,3.22E-06,0.000127784
Gm12514,64.35385243,1.002900673,0.21545568,4.654788743,3.24E-06,0.000128452
Cyp4f13,669.2031913,0.390744559,0.083956343,4.654139837,3.25E-06,0.000128638
Ugt1a6a,911.1182577,1.166597604,0.250815829,4.651212042,3.30E-06,0.000130256
Sec23ip,4567.349773,0.219572294,0.047217634,4.650218,3.32E-06,0.000130663
BC052040,1861.844828,0.124935355,0.026873071,4.649091127,3.33E-06,0.000131157
Dleu2,84.28415901,0.755655796,0.162649993,4.645901197,3.39E-06,0.000132974
Fbxo32,653.9788199,0.667969169,0.143852648,4.643426312,3.43E-06,0.000134351
Mpp5,5931.486078,-0.288795297,0.062199549,-4.643044839,3.43E-06,0.000134372
Tnfrsf11b,94.47642031,-0.58921895,0.126945483,-4.641511745,3.46E-06,0.000135145
Upk3a,26.47406681,2.368721079,0.511153913,4.634066211,3.59E-06,0.000139866
Gm31522,9.473253112,2.199533105,0.475010316,4.63049545,3.65E-06,0.000142046
Slc35f5,4294.328965,0.372926474,0.080542734,4.630169039,3.65E-06,0.000142046
Ccl20,1512.846612,1.05805099,0.228747705,4.625405924,3.74E-06,0.000145107
D430020J02Rik,871.0390688,0.217345554,0.046994362,4.624928266,3.75E-06,0.000145199
Ice1,6083.547354,-0.154214443,0.033352739,-4.623741428,3.77E-06,0.00014579
Mipol1,688.5159899,-0.507106828,0.109764224,-4.619964583,3.84E-06,0.000148222
Gm34349,126.2050469,1.023455961,0.221550014,4.619525594,3.85E-06,0.000148289
Erich4,7.071768292,2.481422414,0.53733912,4.617982052,3.87E-06,0.000149148
Sftpd,13.7982739,3.522865938,0.764045942,4.610803808,4.01E-06,0.000154137
Ccl5,98.85793765,-2.27850765,0.494340405,-4.609187569,4.04E-06,0.000155083
Nipal3,914.8895264,0.369421313,0.080294699,4.600818221,4.21E-06,0.000161181
Rccd1,279.0425835,-0.591024968,0.128511237,-4.599013929,4.24E-06,0.000162315
Rassf5,405.9770229,-0.395776569,0.086069495,-4.59833729,4.26E-06,0.000162575
Acaa1a,3060.142293,0.340699175,0.074155497,4.594388653,4.34E-06,0.000165412
Nudt4,13265.31659,-0.131621042,0.028657928,-4.592831718,4.37E-06,0.000166378
Numa1,16251.23954,0.150418315,0.032754738,4.5922613,4.38E-06,0.000166561
Ift122,1933.054819,0.243343734,0.053009492,4.59056903,4.42E-06,0.000167643
Mirc35hg,13.76968714,1.207130784,0.262988449,4.590052485,4.43E-06,0.000167784
